company_name,profile_url,company_website,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
Epixel Direct Sales Software,https://e27.co/startups/Epixel-Direct-Sales-Software/,https://www.epixelmlmsoftware.com/direct-selling-software,United States of America,"Information & Communications Technology,E-commerce,Enterprise Solution",2015-8,,,"https://www.linkedin.com/company/epixelmlmsoftware/, epixelmlmsoft, https://www.facebook.com/epixelmlmsoftware,",,,Our premium Direct sales system provides a completely customizable solution for customers as per their requirements.,"Epixel provides stable, secure, and customizable direct sales software to enhance your affiliate marketing business. Business intelligence tools for data-driven decisions to convert your direct sales data into actionable insights. Referral links, ad banners, social media sharing, replicated website, promotional landing pages, etc are intelligent promotional tools to attract more customers. Epixel direct selling software provides turnkey features with the CRM integrated dashboard and the data analysis to build new customer relationships, and retain existing customers, etc. Admin and distributor receive commission and rank updates with the help of advanced commission reporting systems come up with multiple currencies and also support cryptocurrency payment modes. Analyze and experience more features of Epixel direct selling software: 
 
Advanced Features: 
  Data-driven business intelligence tools (BI) 
  Analyze business KPI analyzer
  Error-free compensation calculations
  Ecommerce & inventory management 
  Smart distributor engagement tools
  Advanced payout system 
  Intelligent promotional tools
  Internationalization tools
 
Direct sales Software Back-office features:
  Business administrator tools
  Distributors engagement tools
  Business & financial staff tools
  Back-office support staff tools
  Genealogy tree view
  Compensation engine
  Contextual data analysis
  Multi-wallets
 
Member management tools:
   Network explorer
   Downline sales tracking
 
Promotional Tools: 
   Distributor training module
   Replicated website
   Career program with configurable rules
   Payout compression
   Holding tank
   Multiple business centers
   Customer relationship management(CRM)
   Career reward program
   Promotional landing page leads capturing 
   Lead management system 
  
Integrations:
   API integrations
   MLM compensation plan
   Cryptocurrency or blockchain
   Online game platform
   Smart contract & token sales
   E-learning platform"
Brandgear,https://e27.co/startups/brandgear/,https://brandgear.in/,India,Advertising,2016-6,,,"https://www.linkedin.com/company/brandgearagency, brandgear_in, https://www.facebook.com/brandgearadvertising/,",,,"is the 360-degree solution for Branding, Digital Marketing, Advertisement, Web Design & App Development Services, creative making & Online Promoting Agency.","Brandgear is the Hyderabad based branding, digital marketing, web designing, and development company. We are an accelerating web-development, digital marketing, and branding company that believes in delivering the aspired growth to our clients throughout Hyderabad & India. Our strategic planning and unique ideas help our clients to move faster and serve their customers with an unforgettable experience. 
Our client satisfaction is our mission. Our purpose is to provide our clients with quality and productive service to give their business the aspired success. We want to provide service that can help our client to develop a good relationship with tier customers, increase traffic, generate leads, and to convert them into conversion."
Seamplify,https://e27.co/startups/seamplify/,http://www.seamplify.com,Singapore,"Travel,Artificial Intelligence,Big Data,Consumer",2020-2,,,  ,,,"Changing the way people travel, Seamplify uses AI/ML to create bespoke Trips based on Individual's Personna, recommending the most accurate Places-of-Interests; Helps Businesses link up with accuracy.","We are a team of Innovators, passionate about creating solutions that benefit the world.

Our experience in startups and companies from the following verticals - Attractions, Hospitality, FnB & Services led us to innovate, design and solve issues in the same space.

Being avid Travelers ourselves, we are now embarking on a mission to solve a gaping problem in the Travel space, aided by strategic partners and advisors."
Bondlinc Private Limited,https://e27.co/startups/bondlinc/,http://www.bondlinc.com,Singapore,Finance,2016-12,,,"https://linkedin.com/company/bondlinc,  https://www.facebook.com/bondlinc/,",Info@bondlinc.com,,"Bondlinc is a Capital Markets solutions provider with a key focus on pre-trading features of the industry, and helping financial institutions satisfy their compliance and regulatory requirements.","Certified by the Singapore Fintech Association as a solutions provider, Bondlinc is also a MAS grant recipient and has attained several industry accolades such as the Best Regulatory Reporting Solution and Most Innovative Solution at the Asian Private Banker's 5th Technology Awards.

Bondlinc's solutions are focused on the fixed income trading aspects of the private banking and wealth management industry, and value add to its clients through the following means:

• Automation of compliance procedures to stay relevant with regulatory requirements
Its solution helps automate challenging compliance procedures such as complex product checks and factsheet generation via machine learning techniques. This minimizes human error while maximizing efficiency, especially where time is of the essence in the preliminary market.

• Standardised definitions and procedures via a single platform
Bondlinc collaborates with industry practitioners such as the Private Wealth Management Association of Hong Kong to help standardise regulatory definitions and procedures. These include the identification of complex product and special features, including their definitions and corresponding risk disclosure requirements. 

• A centralised repository of product due diligence documents
Bondlinc's document management system hosts a centralised repository of product due diligence documents, such as prospectuses and term sheets. Users are able to search for any such documents and dynamically generate a real-time factsheet.

• Greater price transparency
Bondlinc provides users an insight into an extremely fragmented market, while also allowing our clients to fulfill regulatory requirements on price quotes. This is achieved through its pricing engine which ensures accurate and real-time prices are captured, highlighting the best spreads."
Kinkao Ltd,https://e27.co/startups/kinkao-ltd/,http://lunch.kinkao.co/,Thailand,Food & Beverage,2018-1,,,  ,,,Kinkao is an innovative food-tech company created to disrupt “one-size fits all” corporate lunch benefit with a personalized order experience.,"“There ain't no such thing as a free lunch” is a popular adage.

Kinkao is challenging this everyday !
Kinkao is a food tech company specialized in feeding large groups of employees in Bangkok.
Kinkao improves productivity and company culture by helping offices to serve free lunch through a seamless F&B management solution."
Second Opinion,https://e27.co/startups/second-opinion/,https://www.asksecondopinion.com/,India,Healthtech,2010-5,,,  ,,,"Second Opinion is the premium doctor consulting app to diagnose your treatment on video calls.
Doctors can help you in video calls when you search for a  health issue from the comfort of your home.","The Second Opinion app provides a highly qualified online consulting service by connecting nearby experienced doctors with people who are in need of health advice, diagnosis. Patients can avail of the necessary treatments for the disease at the right time. There is no need to wait for long hours to consult the doctors in your areas. Download the app! Available in iOS & Android.- https://www.asksecondopinion.com/"
Gobear,https://e27.co/startups/gobear/,http://www.gobear.com.sg/#!/,Singapore,"Agency & Consulting,Information & Communications Technology,Insurtech",2014-8,,,"https://www.linkedin.com/company/gobear, GoBearSG, https://www.facebook.com/GoBearSG,",info@gobear.com,,GoBear is a complete and easy-to-use comparison site for all types of insurance. They help you to find the best deal. It's simple and honest as it can be.,"GoBear is a complete and easy-to-use comparison site for all types of insurance. They help you to find the best deal. It's simple and honest as it can be.
 
They're laying it all bare. Making it transparent and completely understandable for you. And they’re not afraid of stating it boldly.
Save both time and money with the freedom to choose what's best for you and your family.
 
They're always looking for ways to make comparing insurance better and smarter for you. Go bare or go home."
Acloudery Pte Ltd,https://e27.co/startups/acloudery-pte-ltd/,http://acloudery.com,Singapore,"E-commerce,Information & Communications Technology,Logistics\/Supply Chain,Platform",2017-10,,,  ,rayong@acloudery.com,,Acloudery's is an early stage startup providing a fully integrated cloud-enabled end-to-end business to consumer retail and services platform and infrastructure as a service.,"Acloudery is a technology startup headquartered in Singapore. Acloudery's key business activity is to provide a fully integrated cloud-enabled end-to-end business to consumer retail and services platform and infrastructure as a service. The platform will comprise a front-end webstore creation, digital marketing and content management system, payment solutions, integration to payment gateways and e-wallets, loyalty rewards and conversion as well as logistics and last mile delivery system and assets. 

The company will operate with sustainability as one of its core foundation, which include environmental protection, social impact and protection as well as economic protection. The platform will enable small and medium enterprises around the world and specifically in Singapore and ASEAN region to scale and grow their business effectively with global access to customers in a cost efficient manner; and for larger enterprises to broaden their reach. Acloudery will also enable businesses to be more profitable and sustainable in the long-run and provide end consumers with more choice and access to brands.

Acloudery aims to be a key player in the global e-commerce and supply chain industry. The company has recently started the development plans and is now ready to develop the platform and execute its operating model."
Zero2unicorn Labs Private Limited,https://e27.co/startups/zero2unicorn-labs-private-limited/,https://www.zero2unicorn.com,India,Information & Communications Technology,2018-5,,,"https://www.linkedin.com/company/zero2unicorn, zero2unicorn, https://www.facebook.com/zero2unicorn,",,,Zero2unicorn is a mobile app and web development company that provides cutting-edge development services for delivering innovative solutions and engaging web and mobile apps.,"Zero2unicorn is a mobile app and web development company that provides cutting-edge development services for delivering innovative solutions and engaging web and mobile apps.

We are expertise in mobile app development in Android, iOS, and hybrid.
Our specialization embraces the complete range of products and services including Creative UI/UX Design, Web Development, Mobile Application Development, Digital Marketing, etc. 
We design smart and develop fast."
Lendor,https://e27.co/startups/lendor/,http://www.lendor.sg,Singapore,"E-commerce,Sharing Economy,Software as a Service,Mobile,Marketplace,Consumer",2020-2,,,"https://www.linkedin.com/company/lendor-app/,  https://www.facebook.com/lendorapp,",contact@lendor.co,,Lendor is a marketplace platform with an extensive library of things that consumers can rent from partner businesses and share with trusted peers for short term use.,"Buying either from retail or e-commerce is currently the most convenient way to use a consumer product. It is also the most wasteful and environmentally damaging way to do so especially for products that we don't use that often because it takes a lot of bioresources to produce 1 product. 

Consumers in actual fact spend more time and money buying, storing, maintaining and disposing of the product.

Sharing & renting is a better alternative but there is currently no easy or secure way to do so even as we live in close proximity. 

Lendor is an e-commerce platform on web and mobile that allows both trusted peers and businesses to share their inventory of things through a rental business model. Consumers can now save money when choosing rent over buying, business and individuals make money when sharing your idling inventory, and people can generally experience more in life than just owning and maintaining material possessions.

Team Video Introduction & Pitch(YouTube): https://youtu.be/uOpkp8SWcV8
Startup Pitch Deck: https://www.slideshare.net/secret/He3GhFRcW7Y49l"
Hachium,https://e27.co/startups/hachium/,https://hachium.com/,Singapore,Education,2017-1,,,  ,startups@e27.sg,,"Hachium, an e-learning platform that helps instructors create websites to teach and sell online courses without programming skills.","Hachium, an e-learning platform that helps instructors create websites to teach and sell online courses without programming skills."
Freelancertohire,https://e27.co/startups/freelancertohire-job-site-in-odisha/,https://freelancertohire.com,India,"E-commerce,Human Resources,Marketplace",2018-5,,,"https://www.linkedin.com/company/freelancertohire-com/, freelancertohi1, https://www.facebook.com/freelancertohireodisha/,",,,Freelancertohire - Best Freelancing Website to find freelancing projects in India.On Demand Curated Freelance Marketplace to hire freelancers & find freelance jobs online.,"Freelancertohire.com  is an Indian crowdsourcing marketplace website, which allows potential employers to post jobs that freelancers can then bid to complete. Founded in 2018, its headquarters is located in Odisha, India. Find freelance jobs and hire professional freelancers from all over the world FreelancerToHire is an online marketplace that connects businesses and startups with affordable freelancers ready to work on your projects.
Freelancertohire.com is the freelance marketplace with the lowest fees on the web. Freelancers/Sellers pay only RS 15.00 for Bidding each project while for Employers/Buyers it is FREE. No signup or joining fees. Joining is fast and easy. Signup now. at   https://www.freelancertohire.com/register/ .Freelancertohire.com never deduct commission from Freelancer’s Earnings.Freelancers keep their 100% earnings.
If you require professional programming or website design for your business, whether its a long-term job or just a single project, you will find the help you need here at the prices you want to pay . No matter how big or small your budget is, freelancers from around the world will compete for your business at Freelancertohire.
Whether you're having trouble advertising your service, or you just need extra exposure, we will send customers right to you. Best of all is that there are no signup fees nor monthly fees. You've got nothing to lose!
 Join Free Now! Visit www.freelancertohire.com"
Nectarbits Pvt Ltd,https://e27.co/startups/nectarbits-pvt-ltd/,https://www.nectrabits.com,India,Software as a Service,2011-7,,,"https://www.linkedin.com/company/nectarbits/, nectarbits, https://www.facebook.com/nectarbits,",,,"We also focus on software development, web design & development, e-commerce, UI/UX Design, and IoT.

Get a FREE QUOTE!  live chat: https://drift.me/nectarbits  or Email on sales@nectarbits.com","NectarBits is a custom Mobile & a Web Apps Development Company in India, USA & Canada. If you are looking for top-notch mobile & Web app development service, then we create stunning and impressive app solutions which improve your business. talk to us!

We provide solutions like:

=> Mobile Application Development
=> Apple & Android Wear App Development
=> Website Design & Development
=> Web Application Development
=> eCommerce Design & Development
=> CMS Development
=> Open Source Customization (Magento, Drupal, Joomla, WordPress, PrestaShop, etc.)
=> Quality Assurance & testing

We have developed mobile apps in several categories, such as:

• eCommerce Mobile Application
• Food Delivery Application
• Dating Application
• Real-Time Chat Application
• Taxi Booking Application
• Finance Application
• Health Application
• Travel & Photography Application
• IoT Application

For Sales Related Enquiries Contact Us here https://drift.me/nectarbits and Email Us On sales@nectarbits.com"
YouTeam,https://e27.co/startups/youteam/,https://youteam.io,United States of America,"Design,Human Resources,Marketplace",2014-3,,,"https://www.linkedin.com/company/youteam/, youteamUK, https://www.facebook.com/youteamUK,",marketing@innovecs.com,,YouTeam is a marketplace for building offshore software development teams.,"We leverage the dynamic availability of talent across the network of 400+ trusted dev shops in 35 countries. As a result, our customers are able to handpick engineers for their offshore team and get the work started within 48 hours. Every engineer passes 3 levels of vetting, including independent skills verification via HackerRank for Work™.

YouTeam is a ""high-touch"" curated marketplace, which means an individual approach to every account. We use technology to source better matching talent faster, not to streamline our customers."
Broxer,https://e27.co/startups/broxer/,https://broxer.com,India,"Marketplace,Advertising,Information & Communications Technology,Software as a Service,Platform",2018-2,,,"https://www.linkedin.com/company/broxer/, thebroxer, http://www.facebook.com/thebroxer,",contact@broxer.com,,Broxer is a global Online Freelance Marketplace & Employment Platform that provides various employment and freelancing options for employers and employees. The company has its headquarters in Gurugram,"Fed up of high commissions set by most of the freelance platforms, Sachin Mittal took the initiative to provide the online employment services at the most affordable cost. Being a Ruby on Rails Full-stack developer, he himself started working on the platform in 2018. He was joined by Parvesh Mittal, his brother, after a few months.

The initial idea was to provide freelancing services. However, later on, they decided to make it an all-around employment platform that will offer all types of employment options, including part-time and full-time salaried jobs.

The name ""Broxer"" was chosen based on its similarity with ""Broker,"" which, in a way, represents the part played by the platform in offering all its services."
Unary Team,https://e27.co/startups/unary-team/,https://unaryteam.com/,Kuwait,"Gaming,Design,Information & Communications Technology,Software as a Service,Mobile,Productivity & CRM",2020-1,,,"https://www.linkedin.com/company/unary-team/,  https://www.facebook.com/Unary-Team-312491256370079/,",,,"UnaryTeam is Custom Software Development Company in Kuwait offers iPhone (iOS), Android, Game, IoT app development services to grow your Business.","Unary Team is a highly-rated Web, Mobile, and Game app Development company in Kuwait.  Get an excellent software development solution with assured delivery. book a consultation with our expert today!"
Rekosistem,https://e27.co/startups/rekosistem/,http://rekosistem.com/,Indonesia,"Big Data,Cleantech,Energy,Information & Communications Technology,Internet of Things,Sharing Economy,Smart Cities,Social Enterprise",2018-8,,,"https://www.linkedin.com/company/30245854,  https://www.facebook.com/Rekosistem-279875216000987/,",,,Rekosistem is an end to end zero waste ecosystem Start-Up that strives for zero waste ecosystem. We provide digital waste management and renewable energy solutions to solve waste issues in Indonesia.,"Rekosistem is an end to end zero waste ecosystem Start-Up that aims to redefine existing ecosystem to be more eco-friendly and sustainable. Rekosistem operates based on circular economy principle. Our solutions improve how the waste value chain works to be more productive and efficient with minimal behavioural changes. We believe in technology and innovation, they are implemented in two of our pillars:

1. Repick - Digital Waste Management
Indonesia produces around 68 Million Tonnes of waste in a year, but only 7% of waste recycled. The main root cause is because poor waste management in the source. Most of waste are mixed pick-up, only 9% of waste get segregated. The first pillar aims to solve the issues by increasing waste segregation and recycling rate, via two main products:

- Rekosistem Apps
The Apps is consist of Apps for user and for Waste Picker. Users will get reward by sell their segregated waste and report it through Apps. The report will notify Waste Pickers in the area who already partnered with Rekosistem. Waste Pickers will do their job as usual, pick-up waste from users' bin. During pick-up process, waste pickers will validate whether the waste already segregated as per reported or not. Once valid, users will get reward.

-IoT Smart Drop Box
This product is a smart bin for plastic products packaging. Users can drop certain classified plastic waste into the Drop Box. The drop box will directly reward digital money per waste dropped. 

2. Renergi - IoT Anaerobic Digestion Method
The second pillar aim to increase renewable energy production. Organic waste is the biggest waste type in Indonesia, contributes into 60% of total waste. The solution is bio-digester for community and industry that convert organic waste into energy and bio-fertilizer.

Currently, organic waste is an invaluable waste in the existing chain. Through Renergi, the organic waste will be valued. Every 100 kg organic waste can produced 24 KW or 100 hours biogas as renewable energy."
Senang,https://e27.co/startups/senang/,https://www.senangpks.com.my/,Malaysia,Insurtech,2018-8,,,"https://www.linkedin.com/company/senanginsurance,  https://www.facebook.com/senanginsurance,",businesspartnerships@senangpks.com.my,,"Senang is an on-demand subscription Based Insurance Platform that enables Corporates, Sme and Startups to get one-off coverage and insure only what they need, when they need through it's tech solution",Senang is an end to end insurance technology platform solely focused to reduce problem in the general insurance industry. It targets SME through the B2B2C Game. The API technology is the key differentiation factor to enter into new economy.
WhaleSave,https://e27.co/startups/whalesave/,http://Whalesave.com,Singapore,"E-commerce,Entertainment,Marketplace,Gaming,Mobile",2019-11,,,"https://www.linkedin.com/company/whalesave/, whalesaveco, https://www.facebook.com/whalesaveco/,",,,"The Amazon of In-App Purchases, with cashback rewards.","WhaleSave helps App users save money by giving them cashback for their In-App purchases.

Apps companies and publishers are constantly trying new ways to increase sales and revenue by improving user conversions or retention. We provide a new way for these Apps to incentivize & monetize their users using a loyalty reward program to boost their sales and revenue."
Pharmacycollege.in,https://e27.co/startups/pharmacycollege/,http://www.pharmacycollege.in,India,"Internet of Things,Advertising,Media",2016-1,,,"https://www.linkedin.com/company/43189312/admin/, pharmcollege, https://www.facebook.com/pharmacycollegein/,",admin@startupslist.in,,Pharmacy College Directory-Find and connect with trusted pharmacy College near you in your city,Pharmacy College Directory-Find and connect with trusted pharmacy College near you in your city
Ashmann Industries Sdn Bhd,https://e27.co/startups/ashmann-industries-sdn-bhd/,http://www.ashmann.com,Malaysia,Array,2012-2,,,"https://www.linkedin.com/in/yee-loon-lee-b628565/,  https://www.facebook.com/ashmannlee,",,,We offer sustainable biomass incineration and alternative aggregate technology for designer concrete and urban farming development.,"We enhance the value of concrete with carbon sequestration media and calcined clay and biomass silica. Structural grade self-compacting concrete containing alternative aggregate are useful for affordable concrete home, road on peat, pontoon and floating dry dock."
DizitalSquare Training & Solutions LLP,https://e27.co/startups/dizitalsquare-training-solutions-llp/,https://dizitalsquare.com/,India,"Education,Advertising",2017-11,,,"https://www.linkedin.com/company/dizitalsquare/, dizitalsquare, https://www.facebook.com/dizitalsquare,",,,"DizitalSquare is the leading Digital Marketing Institute in Bhubaneswar, which is recognized by Startup Odisha also recommended by IIT Bhubaneswar.","We deliver  high quality training that fulfills the industry expectation and gives excellent platform to work in the competition. We provide real time experience with live projects to our students, so that they get industry experience. 

The motive behind our training program is to produce skilled professionals within the industry, who can be part of the digital revolution in our country. Presently, the old advertising techniques and push deal strategies are not only source of generating business. Online marketing techniques are giving a huge ROI with proper analytics to invest further.

Digital Marketing Course Content (Syllabus)
Our course is structured with latest and updated modules (7 module with 50+ sub-modules covers all aspects of Digital Marketing) with unlimited practical opportunities. Each class is equipped with labs and practical assignments. 

 Web Designing & Blogging (WordPress, Blogger)
SEO (Search Engine Optimization)
SEM (Search Engine Marketing)
SMM (Social Media Marketing)"
MercuryPay,https://e27.co/startups/mercurypay/,https://www.mercurypay.xyz,Malaysia,Finance,2020-3,,,"https://www.linkedin.com/company/mercurypaymy, mercurypaymy, http://www.facebook.com/mercurypaymy,",,,MercuryPay is an open platform working on building a cashless ecosystem beginning with universal payments and following up by adding a suite of robust financial management products.,"MercuryPay is an open platform working on building a cashless ecosystem beginning with universal payments and following up by adding a suite of robust financial management products. We've started in Malaysia and plan on expanding via a unified platform to the rest of South East Asia. We're building multiple front ends, one of which will allow merchants and customers to make and receive payments without the use of a smart device or internet connection, one of the ways we're lowering the barrier of entry for many unserved and underserved communities across the region. Our open platform allows for fintechs of all shapes, sizes and offerings to plug in, giving our customers access to an entire marketplace of regional fintech players all in one place. We are building the definitive fintech ecosystem for South East Asia."
M2insights,https://e27.co/startups/m2-insights/,https://m2insights.com/,Singapore,Consulting,2020-1,,,"https://www.linkedin.com/company/m2insightsresearch/,  ",,,Southeast Asia focused leading research and consulting firm,"M2insights is a Southeast Asia focused research and consulting firm. Our aim is to advance our clients’ businesses in this region.

We turn market information into market insights, and we deep dive into market insights to create practical strategies for our clients. Our creative perspectives, deep business acumen, and understanding of the region will help your company to always stay ahead of the curve in whichever industry you are in."
FieldCircle,https://e27.co/startups/fieldcircle/,https://www.fieldcircle.com/,United States of America,Software as a Service,2020-1,,,"https://www.linkedin.com/company/fieldcircle, TheFieldCircle, ",bhupi@getfieldtitan.com,,Field Titan offers impeccable software solutions to make on-field management much easier for the professionals. We have field service software that enables businesses to manage their processes easily.,"Make your field operations more transparent, efficient and profitable with FieldCircle- A cloud-based, mobile-first platform that helps businesses with field service operations achieve operational effectiveness with powerful scheduling, quotes & estimates, work order management, real time activity monitoring, inspection management, invoice and payment, and customer sign-offs . 

Our product suites consist of field service, field sales crm, inspection and inventory management solutions.

Features of the software

Field Service

1.  Billing & Invoicing
2.  Contact Database
3.  Contract Management
4.  Dispatch Management
5.  Electronic Signature
6.  Inventory Management	 
7.  Mobile Access
8.  Online Time Clock
9.  Payment Collection in the Field
10. Quotes/Estimates
11. Routing
12. Scheduling
13. Service History Tracking
14. Work Order Management

Filed Sales

1.  Customer management
2.  Visit scheduling
3.  Lead & opportunity management
4.  Location tracking
5.  Route map planning
6.  Territory management
7.  Order management
8.  Inventory management
9.  Time tracking & timesheet
10. RFQ & PO
11. Expense management
12. Claims & reimbursements
13. Reporting & analytics

Inventory Management

1. Category and product management
2. Bundles and Pack management
3. Batch, Serial and Barcodes
4. Purchase Requisition and Purchase Order
5. Stock Management
6. Warehouse Management
7. Vendor and Distributor Management
8. Sales Management
9. Invoices and Payment
10. Analytics
11. Returns management

Inspection Management	
 
1. Custom workflow for inspection
2. Route planning and tracking
3. Forms/templates builder
4. Approvals & e-sign off
5. Custom score scales & categories
6. Pre/Post inspection reports
7. Conditional logic & smart forms
8. Time-tracking & timesheets
9. Inventory & asset management
10. Invoice & payments
11. Customer management
12. Claims & reimbursements
13. Inspection management"
Rentickle,https://e27.co/startups/rentickle/,https://www.rentickle.com/,India,"E-commerce,Finance",2015-11,,,"https://www.linkedin.com/company/7941430, rentickle, https://www.facebook.com/rentickle,",startups@e27.co,,"Rentickle is a one stop shop for renting trendy furniture, home appliances, fitness equipment, cars, bikes, cameras and other lifestyle products.","Rentickle is a one stop shop for renting trendy furniture, home appliances, fitness equipment, cars, bikes, cameras and other lifestyle products.

RENTICKLE HELPS YOU TURN YOUR RENTAL HOUSE INTO A HOME.

They know the effort it takes to find the perfect rented house to stay in a new city. And also know that turning it into a home isn't one bit easy. That is why we created Rentickle - a one stop shop for easily renting furniture, appliances and other home furnishing essentials starting at just Rs. 99 per month. With a range of high-quality stylish products to choose from at very affordable prices, you will never want to buy second-hand goods again!

Choose from their wide range of brand-new* or refurbished products, available on different tenure options to suit your needs. And because we really care about your wallet... the longer you rent the more you save! So go on, find something you love and turn your rental space into a home you'd love to come back to everyday.

This started off in November 2015, and today in a short period of four years , have serviced diverse clients from various walks of life-  students, young professionals, newly married couples, expats, hotels and large corporate houses. Please visit www.rentickle.com for more details."
SageNext Infotech LLC,https://e27.co/startups/sagenext-infotech-llc/,https://www.thesagenext.com/,United States of America,Finance,2009-11,,,"https://www.linkedin.com/company/sagenext-infotech-llc, sagenextinfo, https://www.facebook.com/sagenextinfo,",info@thesagenext.com,,SageNext Infotech is a well-established company with a strong reputation and a wealth of experience in hosting major tax and accounting applications.,"Founded in 2009, Sagenext Infotech is a US-based company with headquarters located in Augusta, Georgia. Delivering superior level of shared and dedicated hosting services to small and medium businesses, accounting professionals, bookkeepers, and CPAs, the company has cemented its position as a frontline tax and accounting software hosting provider over the years in North America and the UK.

We take a professional approach to create world-class cloud hosting solutions to fit the requirements of our valued clients at unbeatable costs. We are the winner of Rising Star 2019 and Premium Usability 2019 Awards by FinancesOnline in accounting software category along with being recognized as one of the top VARs in 2019 by Accounting Today, which speak volumes about our quality of services, technical expertise, and professionalism."
Guri,https://e27.co/startups/guri/,https://guriwellness.com,Thailand,"Artificial Intelligence,Big Data,E-commerce,Healthtech,Platform,Software as a Service",2020-2,,,"https://www.linkedin.com/company/guriwellness/,  https://www.facebook.com/GuriWellness/,",info@guriwellness.com,,"Your personal connection to the healthiest people, places, and activities in town.","We aim to be Asia’s most comprehensive, trusted, and user-friendly health & wellness ecosystem by supporting individuals in carrying out their own unique missions for a thriving and long-lasting existence.

Powered by a sophisticated machine-learning brain, Guri cannot wait to learn more about your specific needs and preferences and connect you to the best resources in town for living a healthy and happy life!

Watch our promo video: https://youtu.be/jua_FCo0gPc"
Beknown,https://e27.co/startups/beknown/,http://www.wearebeknown.com,Singapore,"Artificial Intelligence,Big Data,Agency & Consulting,Information & Communications Technology",2016-8,,,"https://www.linkedin.com/company/wearebeknown, youroppi, http://www.facebook.com/youroppi,",talktous@wearebeknown.com,,"Beknown has rolled out its leader engagement tool, OPPI, to help leaders to engage people better! OPPI is an AI crowdsourcing tool to help leaders to have an open platform where conversations happen.","OPPI changes the way how leaders engage their people. It helps leaders to know their audiences before they engage them and crowdsource ideas for their most difficult issues. OPPI provides a platform where leaders and their people can communicate on an open and fair platform. OPPI is an AI-powered conversation platform that helps leaders around the world to inform decision-making. OPPI  combines quantitative and qualitative methods with state-of-the-art market research and pulse sensing metrics to help leaders to engage deeply with their people.

Beknown is founded in 2016 and is a digital communications solutions firm. In 2020, it is also the finalist for Marketing Magazine's Agency of the Year award."
JazzyPay,https://e27.co/startups/jazzypay/,https://JazzyPay.com,Philippines,Finance,2018-1,,,"https://www.linkedin.com/in/joshuamarindo/, JazzyPayPH, https://www.facebook.com/JazzyPayPH/,",joshua@JazzyPay.com,,"Jazzypay is a TECHSTARS and RAKUTEN backed company that helps businesses efficiently bill their customers from any part of the world via App, Email, SMS or Messaging Platforms!","Jazzypay is a TECHSTARS and RAKUTEN backed company that helps businesses efficiently bill their customers from any part of the world via App, Email, SMS or Messaging Platforms!

CORE VALUES
Adaptive to innovation

Our undying belief is that change is constant, and the future relevance of what we see today is never assured. As a result, we value the processes of active observation, questioning, and challenging the norm. More importantly, we do not purge our curiosity!

Resilient Doers

We understand that every cloud has a silver lining and every opportunity is accompanied by challenges. We are resilient doers, who take calculated risks and make smart decisions at the fastest possible time. We value time, opportunity, resources, and we hold ourselves utterly accountable for every action that we make.

Authentic Leadership

At Jazzypay, we value being true to ourselves, and we hold ourselves in high esteem for upholding utmost integrity, leadership, professionalism, and kindness to our people. We perceive them as the “heart and soul” of our business. We value and reward quality rendering of services, remarkable skills, initiative, a thirst for knowledge, a drive to become better, and a will to move beyond limits. We reward assiduous workers who possess these important traits to inspire them to be the best in their fields of interests and endeavors.

Balance Life

Although we encourage everyone to be on top of their game, we also recognize the importance of having a balance life. As a result, we help everyone to live a balance life, to promote high morale, efficiency and a pleasant work environment."
Marketing Leopards,https://e27.co/startups/marketing-leopards/,https://marketingleopards.com/,India,Advertising,2020-1,,,"https://www.linkedin.com/company/marketing-leopards/, MarketingLeopa1, https://www.facebook.com/marketingleopards/,",,,Marketing Leopards aim is to develop a fresh research-based B2B business mailing list to boost the client's marketing campaigns.,"Marketing Leopards OPC Private Limited is a group is experienced experts who center around quality, execution, and development of new strategies to carry out every responsibility better. We put stock in collaboration, continual advancement, and sharing of information for a superior tomorrow. We anticipate working with you.

Market Research is mainly utilized for beginning any new business, development of business to another area, keeping up the intensity, and consciousness of the purchaser needs in any industry. Subsequently, any organization must do statistical surveying before propelling help or improving input from the current assistance. We are constantly prepared to execute your business thought to active research.

Marketing Leopards develop a research-based B2B Business mailing list wholly personalized to the organization's marketing goals; during the development process, our business prospecting team manually very every prospect in the business mailing list to maintain the accuracy rate.

Marketing Leopards Vision
We have faith in developing with our clients, and we believe in long term partnerships with our clients, workers, and providers. Given robust estimations of honesty and trust, we are as much a worth driven organization as we are information-driven."
Izwan & Partners,https://e27.co/startups/izwan-partners/,https://www.izwanpartners.com,Malaysia,Legal,2019-1,,,"https://www.linkedin.com/company/izwanpartners, izwanpartners, https://www.facebook.com/izwanpartners,",,,"We're a corporate and technology law firm helping technology companies, startups, and companies being changed by the digital world in Malaysia and overseas.","We are a fully online and cloud based technology law firm serving technology companies and startups in Malaysia do business and raise capital. Like Silicon Valley law firms, we also connect our clients to our network in Malaysia and overseas."
